label,area,centroid-0,centroid-1,eccentricity,perimeter,image_number,treatment,group
125,0.8099999999999999,814.8,277.44,0.6579389213650304,2.818233764908628,3,GLU-40min,R326H
126,3.3047999999999997,827.0,431.6666666666667,0.6361564693004014,6.2947012947258845,3,GLU-40min,R326H
127,0.6803999999999999,845.0952380952381,395.1904761904762,0.5447968914816204,2.6073506473629426,3,GLU-40min,R326H
128,0.5831999999999999,896.3333333333334,824.5555555555555,0.7657550698163547,2.4582337649086283,3,GLU-40min,R326H
129,0.48599999999999993,899.5333333333333,212.33333333333334,0.7131795312507127,2.0982337649086285,3,GLU-40min,R326H
130,0.7128,910.2727272727273,126.5,0.537318610054862,2.6073506473629426,3,GLU-40min,R326H
131,1.3931999999999998,949.5581395348837,127.83720930232558,0.5026944826899831,3.941909088590099,3,GLU-40min,R326H
132,1.8144,964.9107142857143,818.6964285714286,0.6788292138330804,4.6619090885901,3,GLU-40min,R326H
133,0.8423999999999999,969.0,181.5,0.5440588203494177,2.818233764908628,3,GLU-40min,R326H
134,1.3607999999999998,972.0952380952381,153.23809523809524,0.5647219944688404,3.8364675298172566,3,GLU-40min,R326H
2,1.4903999999999997,8.869565217391305,6.173913043478261,0.6279770675800163,4.091025971044414,1,GLU-40min,R326H
3,0.6155999999999999,10.526315789473685,520.6315789473684,0.681297303141852,2.4582337649086283,1,GLU-40min,R326H
4,1.8791999999999998,26.137931034482758,876.1206896551724,0.5581775774654956,4.661909088590099,1,GLU-40min,R326H
5,1.3931999999999998,33.72093023255814,22.27906976744186,0.5228056646590373,3.9419090885901,1,GLU-40min,R326H
6,1.7495999999999998,36.03703703703704,704.2962962962963,0.48409666427406456,4.451025971044413,1,GLU-40min,R326H
7,0.8423999999999999,34.34615384615385,869.2307692307693,0.8264310154397916,3.0727922061357855,1,GLU-40min,R326H
8,2.4947999999999997,37.506493506493506,793.3766233766233,0.46806612238129636,5.531025971044413,1,GLU-40min,R326H
9,1.458,40.6,766.8222222222222,0.5596540302118517,3.9419090885901,1,GLU-40min,R326H
10,2.4947999999999997,46.701298701298704,913.5844155844156,0.8207463220046286,5.891025971044415,1,GLU-40min,R326H
11,1.1016,44.0,977.5,0.6277433712160546,3.327350647362942,1,GLU-40min,R326H
12,1.4903999999999997,45.369565217391305,30.891304347826086,0.5031602126912897,3.9419090885901,1,GLU-40min,R326H
13,2.2032,51.3235294117647,708.3382352941177,0.5536220589370138,5.171025971044414,1,GLU-40min,R326H
14,1.1663999999999999,50.77777777777778,659.0833333333334,0.46364799255941785,3.5819090885901,1,GLU-40min,R326H
15,3.5964,59.67567567567568,675.4594594594595,0.40039652846186774,6.549259735953042,1,GLU-40min,R326H
16,2.2356,75.0,826.1304347826087,0.7245108942983359,5.276467529817256,1,GLU-40min,R326H
17,1.9439999999999997,74.48333333333333,961.3666666666667,0.7519725382527749,4.916467529817257,1,GLU-40min,R326H
18,1.7495999999999998,77.61111111111111,7.388888888888889,0.36869417820062067,4.3019090885901,1,GLU-40min,R326H
19,4.6655999999999995,82.82638888888889,575.3263888888889,0.6216529234681532,7.778376618407356,1,GLU-40min,R326H
20,0.5184,83.125,521.0,0.740971222810684,2.2473506473629423,1,GLU-40min,R326H
21,0.7776000000000001,96.0,515.75,0.8456454807244981,3.029116882454314,1,GLU-40min,R326H
22,3.4019999999999997,113.23809523809524,661.2666666666667,0.5527407462159702,6.611025971044414,1,GLU-40min,R326H
23,1.2959999999999998,110.7,890.825,0.45201601664797586,3.7927922061357853,1,GLU-40min,R326H
24,1.3284,114.46341463414635,875.390243902439,0.8734866149797854,4.240142853498728,1,GLU-40min,R326H
25,2.5595999999999997,119.83544303797468,55.949367088607595,0.8109486803601592,5.829259735953042,1,GLU-40min,R326H
26,2.1708,122.32835820895522,36.76119402985075,0.8912326930628147,5.872935059634513,1,GLU-40min,R326H
27,3.1428,126.75257731958763,522.639175257732,0.911027708972874,7.312935059634513,1,GLU-40min,R326H
29,1.8468,139.24561403508773,16.263157894736842,0.5183422863262646,4.556467529817256,1,GLU-40min,R326H
30,1.8468,145.3859649122807,935.859649122807,0.6924433041045539,4.6619090885901,1,GLU-40min,R326H
31,3.2076,147.93939393939394,62.343434343434346,0.8832803490359153,7.058376618407356,1,GLU-40min,R326H
32,0.48599999999999993,168.8,99.26666666666667,0.8295293371988992,2.203675323681471,1,GLU-40min,R326H
33,1.1663999999999999,173.33333333333334,911.4444444444445,0.7668753053921351,3.5819090885901,1,GLU-40min,R326H
34,1.5227999999999997,205.0,542.0,0.7893288861585641,4.196467529817257,1,GLU-40min,R326H
35,0.5831999999999999,204.5,1011.7777777777778,0.5840132092439594,2.309116882454314,1,GLU-40min,R326H
36,1.8144,208.55357142857142,265.25,0.6082005856997185,4.556467529817256,1,GLU-40min,R326H
37,4.2768,212.33333333333334,980.4772727272727,0.7651013257317882,7.92749350086167,1,GLU-40min,R326H
38,0.9719999999999999,225.23333333333332,304.6,0.5679033045509904,3.327350647362942,1,GLU-40min,R326H
39,5.572799999999999,238.7325581395349,394.5406976744186,0.8886758157350345,9.516610383315983,1,GLU-40min,R326H
40,0.9719999999999999,232.53333333333333,946.7,0.9235197218302974,3.941909088590099,1,GLU-40min,R326H
41,0.8423999999999999,237.5,335.0,0.5440588203494177,2.818233764908628,1,GLU-40min,R326H
42,3.2076,246.91919191919192,305.7070707070707,0.7720556583091395,6.294701294725885,1,GLU-40min,R326H
43,1.5876,252.42857142857142,380.61224489795916,0.2679241877453862,4.196467529817257,1,GLU-40min,R326H
44,1.1663999999999999,256.30555555555554,287.8333333333333,0.9006678090098956,4.091025971044414,1,GLU-40min,R326H
45,1.6523999999999999,280.88235294117646,50.254901960784316,0.6521572405264869,4.3019090885901,1,GLU-40min,R326H
46,3.7907999999999995,296.35897435897436,165.98290598290598,0.7332171254164589,6.909259735953042,1,GLU-40min,R326H
47,4.536,306.76428571428573,487.47857142857146,0.7983711761481551,9.472935059634514,1,GLU-40min,R326H
48,3.4991999999999996,311.0833333333333,217.07407407407408,0.8106303238674102,7.014701294725884,1,GLU-40min,R326H
49,1.8791999999999998,314.8103448275862,28.637931034482758,0.7254775046323877,4.6619090885901,1,GLU-40min,R326H
50,1.3607999999999998,327.8333333333333,231.71428571428572,0.9439142125499588,5.0219090885901,1,GLU-40min,R326H
51,4.0176,336.1209677419355,65.68548387096774,0.7232703417425974,7.312935059634513,1,GLU-40min,R326H
52,0.8099999999999999,336.6,213.96,0.4984711566327376,2.818233764908628,1,GLU-40min,R326H
53,2.4623999999999997,339.13157894736844,657.0921052631579,0.8256914174211138,5.785584412271571,1,GLU-40min,R326H
54,1.1016,339.29411764705884,626.5,0.4678596948487089,3.327350647362942,1,GLU-40min,R326H
55,0.5508,341.7647058823529,168.76470588235293,0.2800560168056019,2.3527922061357853,1,GLU-40min,R326H
56,2.0736,345.65625,765.359375,0.6230782212400322,4.916467529817257,1,GLU-40min,R326H
57,0.5508,350.11764705882354,384.5882352941176,0.625943231252129,2.203675323681471,1,GLU-40min,R326H
58,0.5184,357.0,553.5,0.5773502691896258,2.0982337649086285,1,GLU-40min,R326H
59,1.0368,359.0,857.4375,0.5801558665354443,3.327350647362942,1,GLU-40min,R326H
60,3.8879999999999995,367.65,300.60833333333335,0.6888650277412371,6.952935059634513,1,GLU-40min,R326H
61,2.6891999999999996,367.87951807228916,168.44578313253012,0.7331066290212621,5.829259735953042,1,GLU-40min,R326H
62,0.8099999999999999,371.64,602.24,0.5417573775069718,2.8619090885900995,1,GLU-40min,R326H
63,0.8423999999999999,374.03846153846155,549.4230769230769,0.8487612547127177,3.103675323681471,1,GLU-40min,R326H
64,0.9719999999999999,375.8333333333333,41.733333333333334,0.6847050054706763,3.178233764908628,1,GLU-40min,R326H
65,4.05,382.152,336.296,0.8982187860378116,8.076610383315986,1,GLU-40min,R326H
66,0.7128,383.3636363636364,545.7727272727273,0.8792282490575356,2.9982337649086284,1,GLU-40min,R326H
67,4.3416,395.15671641791045,566.5597014925373,0.8301017641537485,8.796610383315985,1,GLU-40min,R326H
68,4.1796,396.72093023255815,705.1085271317829,0.9611119435708315,9.920285706997456,1,GLU-40min,R326H
69,2.6244,405.22222222222223,628.4197530864197,0.7822136638471898,5.785584412271571,1,GLU-40min,R326H
70,2.1708,404.5223880597015,262.76119402985074,0.7164201526371332,5.065584412271571,1,GLU-40min,R326H
71,3.1104000000000003,408.0833333333333,658.09375,0.7230457242383646,6.338376618407357,1,GLU-40min,R326H
72,1.8144,406.57142857142856,775.4821428571429,0.7641850474749137,4.811025971044414,1,GLU-40min,R326H
73,1.2311999999999999,407.60526315789474,115.5,0.7124054931191853,3.6873506473629423,1,GLU-40min,R326H
74,1.1016,408.0,277.2647058823529,0.5082559240684966,3.327350647362942,1,GLU-40min,R326H
75,2.8836,419.14606741573033,301.30337078651684,0.783057497387696,5.996467529817257,1,GLU-40min,R326H
76,0.5508,420.88235294117646,171.41176470588235,0.625943231252129,2.203675323681471,1,GLU-40min,R326H
77,1.3931999999999998,438.25581395348837,610.8139534883721,0.4447277542138302,3.8364675298172566,1,GLU-40min,R326H
78,1.5552000000000001,441.6666666666667,286.7291666666667,0.4561670007114059,4.091025971044414,1,GLU-40min,R326H
79,1.3607999999999998,445.54761904761904,622.047619047619,0.4658049709297168,3.8364675298172566,1,GLU-40min,R326H
80,4.989599999999999,458.87012987012986,214.4805194805195,0.8997858639393649,9.218376618407357,1,GLU-40min,R326H
81,2.6568,457.890243902439,255.03658536585365,0.6748840898796307,5.636467529817256,1,GLU-40min,R326H
82,2.0412,457.8095238095238,271.968253968254,0.6337620684130085,4.811025971044414,1,GLU-40min,R326H
83,2.0736,479.15625,569.0,0.6034361103698392,4.960142853498728,1,GLU-40min,R326H
84,4.4388,482.88321167883214,280.97080291970804,0.889006100038508,8.28749350086167,1,GLU-40min,R326H
85,3.1104000000000003,486.5625,327.5833333333333,0.5417579451733441,6.145584412271571,1,GLU-40min,R326H
86,2.6568,508.109756097561,362.8414634146341,0.8481965501843283,6.145584412271571,1,GLU-40min,R326H
87,0.6479999999999999,521.1,276.7,0.5242966935960685,2.563675323681471,1,GLU-40min,R326H
88,4.8275999999999994,535.0738255033557,312.8724832214765,0.8388186225942615,8.6038181771802,1,GLU-40min,R326H
89,4.0176,547.6209677419355,452.08870967741933,0.8565186072877607,7.778376618407356,1,GLU-40min,R326H
90,2.8836,550.3820224719101,431.64044943820227,0.6686678239118552,6.0838181771802,1,GLU-40min,R326H
91,2.2032,555.3529411764706,414.13235294117646,0.5218894533554391,5.065584412271571,1,GLU-40min,R326H
92,3.7907999999999995,556.3504273504274,394.9059829059829,0.6859664938043859,6.909259735953042,1,GLU-40min,R326H
93,2.0412,562.8571428571429,942.8412698412699,0.7624447646529473,5.0219090885901,1,GLU-40min,R326H
94,0.9395999999999999,565.6896551724138,278.2758620689655,0.7459956630659254,3.2219090885901,1,GLU-40min,R326H
95,4.6331999999999995,570.3916083916084,339.27272727272725,0.6867376855062078,7.778376618407356,1,GLU-40min,R326H
96,2.0736,572.546875,912.203125,0.8091261000312998,5.171025971044414,1,GLU-40min,R326H
97,2.4299999999999997,598.12,495.4533333333333,0.7417057140361436,5.531025971044413,1,GLU-40min,R326H
98,2.6244,599.6172839506173,341.74074074074076,0.8780558937721062,6.251025971044414,1,GLU-40min,R326H
99,1.1988,598.7567567567568,508.2432432432432,0.260143395136447,3.5819090885900993,1,GLU-40min,R326H
100,3.3371999999999997,609.6893203883495,986.2621359223301,0.8267888215949338,6.698376618407356,1,GLU-40min,R326H
101,2.3004,617.1267605633802,273.32394366197184,0.6289984915622511,5.320142853498727,1,GLU-40min,R326H
102,3.1428,621.0618556701031,739.9690721649484,0.8152845194128021,6.549259735953042,1,GLU-40min,R326H
103,1.8144,642.2857142857143,924.6071428571429,0.6691171796461275,4.556467529817256,1,GLU-40min,R326H
104,0.6803999999999999,646.952380952381,1002.1904761904761,0.5441647649087307,2.5636753236814713,1,GLU-40min,R326H
105,5.2164,657.0124223602485,778.9565217391304,0.8463656519117427,9.156610383315986,1,GLU-40min,R326H
106,1.0368,656.84375,714.625,0.5344883724417774,3.2219090885901,1,GLU-40min,R326H
108,3.3047999999999997,694.2254901960785,931.3137254901961,0.8699085364440228,7.058376618407356,1,GLU-40min,R326H
109,4.6331999999999995,698.7482517482517,1000.3286713286714,0.8967134578077481,8.709259735953042,1,GLU-40min,R326H
110,0.6479999999999999,729.4,275.1,0.7343023721647082,2.6073506473629426,1,GLU-40min,R326H
111,2.3004,730.1549295774648,493.90140845070425,0.7867170738526105,5.785584412271571,1,GLU-40min,R326H
112,0.8747999999999999,731.7777777777778,284.0,0.6730463973541889,2.967350647362942,1,GLU-40min,R326H
113,1.5876,733.530612244898,1011.2244897959183,0.6550263079077473,4.345584412271571,1,GLU-40min,R326H
114,2.916,746.5111111111111,945.5555555555555,0.9151359499799165,6.8038181771802,1,GLU-40min,R326H
115,1.0044,761.9354838709677,565.6774193548387,0.6617161181919984,3.327350647362942,1,GLU-40min,R326H
116,1.1988,776.081081081081,940.2432432432432,0.8475920705959651,3.867350647362943,1,GLU-40min,R326H
117,0.8423999999999999,780.8076923076923,640.7692307692307,0.7448619344166771,3.0727922061357855,1,GLU-40min,R326H
118,3.6936,797.7456140350877,427.9561403508772,0.9086498190468368,7.778376618407356,1,GLU-40min,R326H
119,1.3931999999999998,806.5116279069767,494.0232558139535,0.4951741479899602,3.941909088590099,1,GLU-40min,R326H
120,0.8423999999999999,811.2692307692307,533.6153846153846,0.8201004881633535,3.2219090885900994,1,GLU-40min,R326H
121,0.8099999999999999,816.8,265.56,0.6579389213650304,2.818233764908628,1,GLU-40min,R326H
122,1.3607999999999998,832.3333333333334,565.547619047619,0.6437855334514478,3.8364675298172566,1,GLU-40min,R326H
123,3.2076,836.6262626262626,429.1818181818182,0.7691801241477685,6.654701294725886,1,GLU-40min,R326H
124,3.6288,847.4017857142857,474.5892857142857,0.8557730736458387,7.1638181771802,1,GLU-40min,R326H
125,0.9395999999999999,872.0344827586207,513.9310344827586,0.8823092448814523,3.507350647362942,1,GLU-40min,R326H
126,2.6568,888.3536585365854,454.0731707317073,0.8337858143705157,5.891025971044413,1,GLU-40min,R326H
1,4.2768,15.318181818181818,495.5681818181818,0.7426408718647611,7.5238181771802,2,GLU-40min,R326H
2,0.6155999999999999,21.157894736842106,69.84210526315789,0.5207037318817046,2.3527922061357853,2,GLU-40min,R326H
3,2.3327999999999998,22.166666666666668,86.90277777777777,0.9486108599714871,6.611025971044414,2,GLU-40min,R326H
4,4.1796,44.46511627906977,548.3100775193799,0.9374615487694244,9.112935059634513,2,GLU-40min,R326H
5,2.268,40.82857142857143,333.1142857142857,0.5034851637684096,5.214701294725885,2,GLU-40min,R326H
6,1.0692,45.39393939393939,351.5151515151515,0.36273812505500624,3.327350647362942,2,GLU-40min,R326H
7,0.8099999999999999,60.96,498.4,0.4984711566327377,2.818233764908628,2,GLU-40min,R326H
8,2.5595999999999997,75.81012658227849,142.60759493670886,0.7813702302533061,5.636467529817256,2,GLU-40min,R326H
9,0.6155999999999999,92.84210526315789,107.84210526315789,0.5207037318817048,2.3527922061357853,2,GLU-40min,R326H
10,3.3047999999999997,110.75490196078431,786.8137254901961,0.6497707883578949,6.505584412271571,2,GLU-40min,R326H
11,1.9439999999999997,110.68333333333334,313.51666666666665,0.9638669290133559,6.549259735953042,2,GLU-40min,R326H
12,2.3004,119.14084507042253,309.056338028169,0.9217083817403738,6.189259735953042,2,GLU-40min,R326H
13,4.2444,124.80916030534351,545.6946564885496,0.7581386295664664,7.312935059634513,2,GLU-40min,R326H
14,0.8747999999999999,132.77777777777777,791.6296296296297,0.6873289558640038,3.0727922061357855,2,GLU-40min,R326H
15,0.8423999999999999,166.34615384615384,785.6538461538462,0.47600659499739345,2.8619090885900995,2,GLU-40min,R326H
16,2.2356,171.8985507246377,805.768115942029,0.8094145990603308,5.425584412271571,2,GLU-40min,R326H
17,3.8231999999999995,179.28813559322035,748.1271186440678,0.6611418423093138,7.058376618407356,2,GLU-40min,R326H
18,3.0779999999999994,179.70526315789473,298.87368421052633,0.8782969065587908,6.760142853498728,2,GLU-40min,R326H
19,0.7776000000000001,184.0,222.29166666666666,0.3769982222431136,2.818233764908628,2,GLU-40min,R326H
20,0.6803999999999999,241.52380952380952,251.61904761904762,0.7620229274168145,2.6691168824543143,2,GLU-40min,R326H
21,1.2311999999999999,247.0,871.5,0.511237358145545,3.5382337649086284,2,GLU-40min,R326H
22,3.4667999999999997,367.2803738317757,688.2149532710281,0.9101583813562559,7.778376618407356,2,GLU-40min,R326H
23,2.5271999999999997,367.0,715.5,0.4238869548799581,5.276467529817256,2,GLU-40min,R326H
24,1.0692,379.1818181818182,240.87878787878788,0.7973186169903577,3.5819090885900993,2,GLU-40min,R326H
25,1.2635999999999998,394.46153846153845,741.3076923076923,0.9176413204465899,4.407350647362942,2,GLU-40min,R326H
26,1.7495999999999998,409.5,668.0,0.5843852578540957,4.556467529817256,2,GLU-40min,R326H
27,0.8423999999999999,410.5,710.0,0.5440588203494177,2.818233764908628,2,GLU-40min,R326H
28,2.0088,427.83870967741933,262.66129032258067,0.9577050718215793,6.356467529817256,2,GLU-40min,R326H
29,4.374,438.46666666666664,672.5333333333333,0.6670302175757598,7.629259735953041,2,GLU-40min,R326H
30,2.3004,440.16901408450707,691.4225352112676,0.7535602088988185,5.320142853498727,2,GLU-40min,R326H
31,1.9764,452.0,256.1967213114754,0.8594106802480953,5.493746750430835,2,GLU-40min,R326H
32,3.0779999999999994,454.89473684210526,279.77894736842103,0.5737978323094683,6.040142853498727,2,GLU-40min,R326H
33,1.1663999999999999,453.6111111111111,227.86111111111111,0.5439056439097798,3.4327922061357854,2,GLU-40min,R326H
34,1.4903999999999997,456.60869565217394,921.2608695652174,0.8197446935409943,4.3019090885901,2,GLU-40min,R326H
35,0.9719999999999999,482.6666666666667,841.5,0.34204940066382394,3.178233764908628,2,GLU-40min,R326H
36,1.1016,491.88235294117646,339.1764705882353,0.8928474172097196,3.8364675298172566,2,GLU-40min,R326H
37,1.7171999999999998,547.9811320754717,275.8867924528302,0.673981505636556,4.407350647362943,2,GLU-40min,R326H
38,1.2635999999999998,559.2820512820513,359.2564102564103,0.7858826143480847,3.9727922061357854,2,GLU-40min,R326H
39,5.2812,975.8711656441718,556.8036809815951,0.9313193066700658,10.025727265770298,2,GLU-40min,R326H
40,0.6155999999999999,997.3684210526316,553.7894736842105,0.39426806672960923,2.4582337649086283,2,GLU-40min,R326H
2,2.0736,11.25,741.078125,0.916428836822335,5.847350647362942,10,GLU-40min,R326H
3,1.7495999999999998,9.5,672.7592592592592,0.6790071499981873,4.556467529817256,10,GLU-40min,R326H
4,1.9115999999999997,12.305084745762711,589.0169491525423,0.4476680746916246,4.811025971044413,10,GLU-40min,R326H
